Date,HRC_Price_CRU,join_key,Aluminum_(per_pound)  rolling 7,Oil_Spot__/barrel  rolling 7,Iron_Ore__/metricton  rolling 7,Nickel__pound  rolling 7,Baltic_Dry_Index  rolling 7,Zinc__pound  rolling 7,Natural_Gas__BTU  rolling 7,Platts_Coking_Coal_DMT  rolling 7,Aluminum_Inventory  rolling 7,Nickel_Inventory  rolling 7,Zinc_Inventory  rolling 7,WSJ_Dollar_Index  rolling 7,Copper__mt  rolling 7,Lumber_cost,Diesel_energy_cost,Oil_Inv_cost,Cap_Util_%_domestic_prod,Tons_Produced_domestic,Kead_time_HR,Lead_time_CR,Domestic_HDG_Lead_Times_ALL_(Weeks),Integrated_domestic_hdg_lead_time_(weeks),Mini_domestic_hdg_lead_times_(wk),Convertor_Domestic_HDG_Lead_Times,Coaters_domestic_HDG_Lead_times,HDG_price_CRU,Weekly__jobless_claims_new,Continuing_jobless_claims,WEI_NY_Fed,China_HR,USA_HR,Turkey_HR,Brazil_HR,India_HR,Russia_HR,Japan_HR,Index_chem_activity,Diffusion_Indx_chem_act,CFNAI,Total_Miles_Driven,Leading__EI,Coincident_EI,Lagging_EI,Linehaul_TD,Shipments_TD,Expenditures_TD,Intermodal_TD,TSI_TD,US_Rig_Counts,CDN_rig_counts,World_rig_counts,NACM___CMI_credit,UofM_consumer_confidence,NFIB_confidence,Unemployment_Rate,#_Unemployeed,Weekly_Hours_employ,AVG__/HR_employ,Total_saar,Private_saar,Goods_Producing_saar,Res_Cons_employed,NonRes_Cons_employed,Manufacturing_employed,Fab_Metal_MFG_employed,Machinery_employed,Trucking_employed,Architects_employed,Wages_income,Disp_Income,PCE_income,Savings_income,Savings_%_income,Total_RS_SAAR,Gas_RS_SARR,Ex_gas_RS_SAAR,Total_RS_NA,Gas_NA,Ex_gas_NA,Total_ex_Trans_RS_NA,Grocery_RS_NA,Discretionary_RS_NA,All_items_CPI_NA,ex_food_&_energy_CPI_NA,GDP_Annual_Rate,USA GDP,China GDP,Prime_scrap_cost,Shredded_scrap_cost,Global_steel_production_000_mt_,USA_steel_production_000_mt,Canada_steel_product_000_mt,Mexico_steel_prod_000_mt,China_steel_prod_000_mt,Total_imports,HR_import,CR_import,HDG_import,Electro_import,Other_Coated_import,HR__Strip_imp,CR_Strip_imp,Flat_Rolled_imp,Semi_finished_imp,Pig_Iron_imp,DRI_imp,Scrap_imp,Total_exp,HR_exp,CR_exp,HDG_exp,Electro_exp,Other_Coated_exp,HR__Strip_exp,CR_Strip_exp,Flat_Rolled_exp,Scrap_exp,Flat_Rolled_MSCI_Inv,HR_MSCI_Inv,CR_MSCI_Inv,Coated_MSCI_Inv,Flat_Rolled_MSCI_order,HR_MSCI_Order,CR_MSCI_Order,Coated_MSCI_Order,Total_Mill_ship,HR_mill_ship,CR_mill_ship,HDG_mill_ship,Electro_mill_ship,Other_Coated_mill_ship,HR__Strip_mill_ship,CR_Strip_mill_ship,Flat_Rolled_mill_ship,Flat_Rolled_MSCI_ship,HR_MSCI_Ship,CR_MSCI_Ship,Coated_msci_ship,Flat_Rolled_MSCI_ship_day,HR_msci_ship_day,CR_msci_ship_day,Coated_msci_ship_day,RV_Shipments,Total_light_vehicle,Car_sales,Truck_sales,Import_sales,Total_invenry_auto,Car_auto_inv,Truck_inv,Import_inv,Days_light_vehicle_invent,Total_vehicle_prod,Car_LV_prod,Truck_LV_prod,Sales_heavy_v,Prod_heavy_v,Inv_heavy_v,Tractors_ship,Combines_ship,Total_ship_agr,Farm_Equip_ship_NA,Water_Heater_ship,Furnace_ship,A/C_&_Heat_Pump_ship,Total_ship_HVAC,Shipment_durable_goods,New_Order_durable,ABI_leading,Dodge_Index_leading,HMI_leading,30_YR_MTG_leading,Res_vos_dodge,Non_Res_vos_dodge,Non_Bldg_vos_dode,Total_dodge,Res_construction__,Non_Res_construc__,NR_Private_const__,Total_const_Spend,Permits_(NA)_Const,Permits_(SAAR)_Const,Starts_(NA)_Cons,Starts_(SAAR)_const,Single_unit_(SAAR)_const,Complete_(NA)_const,Complete_(SAAR)_const,NA_NHS,SAAR_NHS,Median__NHS,Inventory_NHS,NA_EHS,SAAR_EHS,Median__EHS,Inventory_EHS,Total_New_Orders_Air,ND_Air_New_Orders,Def_Air_New_Orders,Total_Air_New_Orders,Total_ship_air,ND_Air_ship,Def_Air_ship,Total_Air_ship,Total_unfilled,ND_Air_unfilled,Def_Air_unfilled,Total_Air_unfilled,Total_inventory_air,ND_Air_inv,Def_Air_inv,Total_Air_inv,Total_index_ind_prod,Durabled_Goods_index_ind_prod,Total_util_indus_prod,Durabled_Goods_utilization_ind_prod,ISM__pmi_manu,Chicago_pmi_manu,Empire_man,Dallas_man,Philly_man
2012-09-02,657.0,1,,95.94000000000001,94.15571428571441,,714.4285714285714,,2.707142857142865,,,,,70.99285714285698,7633.857142857143,342.0,4.13,331065.0,0.75,1864.0,3.9,6.4,6.0,nan,nan,nan,nan,769.0,374.0,3330.0, 2.24 ,,,,,,,,100.86,0.53, (0.05),238.0,87.4,93.1,87.7,113.0,1.16,2.45,127.8,111.9,1859.0,355.0,3468.0,54.3,78.3,92.7,0.08,12082.0,34.5,23.6,134518.0,112120.0,18405.0,590700.0,675700.0,12008.0,1422.0,1098.0,1378.0,1335.0,6903.0,12002.0,11223.0,393.0,0.03,412547.0,47112.0,365435.0,390169.0,46782.0,343387.0,319306.0,46257.0,226267.0,231.4,230.8,0.50%,0.50%,7.50%,387.0,386.0,123648.0,6809.0,1118.0,1551.0,57946.0,2104214.0,206948.0,73284.0,133519.0,5353.0,66997.0,9122.0,5720.0,500943.0,557600.0,nan,nan,nan,784970.0,74735.0,51827.0,74675.0,24627.0,19824.0,13690.0,17346.0,276724.0,1802137.0,5247.7,3463.0,627.4,1157.3,2618.6,1607.7,447.3,563.6, 6777725.00 ,1612307.0,901978.0,1136463.0,109575.0,112283.0,2499.0,9975.0,3885080.0,1966.5,1220.2,262.3,484.0,103.5,63.9,14.1,25.5,nan,1183824.0,407621.0,512221.0,263982.0,2786731.0,887973.0,1354012.0,544746.0,59.0,770339.0,331602.0,438737.0,26548.0,20643.0,80032.0,16426.0,1760.0,18186.0,2233.0,557427.0,235745.0,355806.0,1148978.0,3497.0,3479.0,51.6,107.0,40.0,0.04,170310.0,139014.0,197875.0,507199.0,292076.0,574512.0,305507.0,866588.0,73700.0,921000.0,75800.0,847000.0,594000.0,58700.0,652000.0,30000.0,385000.0,254600.0,145000.0,372000.0,4780000.0,178300.0,2170000.0,224665.0, 23109.00 ,7369.0,194187.0,226099.0,12526.0,5590.0,207983.0,992897.0,429373.0,70157.0,493367.0,364074.0,55513.0,12563.0,295998.0,100.0,99.5,0.76,0.77,51.5,50.9, (6.90), (6.80), 0.20 
2012-09-09,649.0,1,,95.36285714285714,88.11428571428586,,689.8571428571429,0.8399999999999996,,,,,948696.4285714285,70.7657142857141,7874.142857142857,341.0,4.13,332474.0,0.73,1811.0,4.1,6.4,6.2,nan,nan,nan,nan,763.0,394.0,3301.0, 2.34 ,,,,,,,,100.86,0.53, (0.05),238.0,87.4,93.1,87.7,113.0,1.16,2.45,127.8,111.9,1859.0,355.0,3468.0,54.3,78.3,92.7,0.08,12082.0,34.5,23.6,134518.0,112120.0,18405.0,590700.0,675700.0,12008.0,1422.0,1098.0,1378.0,1335.0,6903.0,12002.0,11223.0,393.0,0.03,412547.0,47112.0,365435.0,390169.0,46782.0,343387.0,319306.0,46257.0,226267.0,231.4,230.8,0.50%,0.50%,7.50%,387.0,386.0,123648.0,6809.0,1118.0,1551.0,57946.0,2104214.0,206948.0,73284.0,133519.0,5353.0,66997.0,9122.0,5720.0,500943.0,557600.0,nan,nan,nan,784970.0,74735.0,51827.0,74675.0,24627.0,19824.0,13690.0,17346.0,276724.0,1802137.0,5247.7,3463.0,627.4,1157.3,2618.6,1607.7,447.3,563.6, 6777725.00 ,1612307.0,901978.0,1136463.0,109575.0,112283.0,2499.0,9975.0,3885080.0,1966.5,1220.2,262.3,484.0,103.5,63.9,14.1,25.5,nan,1183824.0,407621.0,512221.0,263982.0,2786731.0,887973.0,1354012.0,544746.0,59.0,770339.0,331602.0,438737.0,26548.0,20643.0,80032.0,16426.0,1760.0,18186.0,2233.0,557427.0,235745.0,355806.0,1148978.0,3497.0,3479.0,51.6,107.0,40.0,0.04,170310.0,139014.0,197875.0,507199.0,292076.0,574512.0,305507.0,866588.0,73700.0,921000.0,75800.0,847000.0,594000.0,58700.0,652000.0,30000.0,385000.0,254600.0,145000.0,372000.0,4780000.0,178300.0,2170000.0,224665.0, 23109.00 ,7369.0,194187.0,226099.0,12526.0,5590.0,207983.0,992897.0,429373.0,70157.0,493367.0,364074.0,55513.0,12563.0,295998.0,100.0,99.5,0.76,0.77,51.5,50.9, (6.90), (6.80), 0.20 
2012-09-16,647.0,1,,96.61999999999999,95.28571428571443,,665.4285714285714,0.894285714285714,2.901428571428579,,,,934317.8571428572,69.77999999999979,8251.42857142857,334.0,4.14,341008.0,0.74,1817.0,3.1,6.2,5.6,nan,nan,nan,nan,755.0,386.0,3300.0, 2.12 ,,,,,,,,100.86,0.53, (0.05),238.0,87.4,93.1,87.7,113.0,1.16,2.45,127.8,111.9,1859.0,355.0,3468.0,54.3,78.3,92.7,0.08,12082.0,34.5,23.6,134518.0,112120.0,18405.0,590700.0,675700.0,12008.0,1422.0,1098.0,1378.0,1335.0,6903.0,12002.0,11223.0,393.0,0.03,412547.0,47112.0,365435.0,390169.0,46782.0,343387.0,319306.0,46257.0,226267.0,231.4,230.8,0.50%,0.50%,7.50%,387.0,386.0,123648.0,6809.0,1118.0,1551.0,57946.0,2104214.0,206948.0,73284.0,133519.0,5353.0,66997.0,9122.0,5720.0,500943.0,557600.0,nan,nan,nan,784970.0,74735.0,51827.0,74675.0,24627.0,19824.0,13690.0,17346.0,276724.0,1802137.0,5247.7,3463.0,627.4,1157.3,2618.6,1607.7,447.3,563.6, 6777725.00 ,1612307.0,901978.0,1136463.0,109575.0,112283.0,2499.0,9975.0,3885080.0,1966.5,1220.2,262.3,484.0,103.5,63.9,14.1,25.5,nan,1183824.0,407621.0,512221.0,263982.0,2786731.0,887973.0,1354012.0,544746.0,59.0,770339.0,331602.0,438737.0,26548.0,20643.0,80032.0,16426.0,1760.0,18186.0,2233.0,557427.0,235745.0,355806.0,1148978.0,3497.0,3479.0,51.6,107.0,40.0,0.04,170310.0,139014.0,197875.0,507199.0,292076.0,574512.0,305507.0,866588.0,73700.0,921000.0,75800.0,847000.0,594000.0,58700.0,652000.0,30000.0,385000.0,254600.0,145000.0,372000.0,4780000.0,178300.0,2170000.0,224665.0, 23109.00 ,7369.0,194187.0,226099.0,12526.0,5590.0,207983.0,992897.0,429373.0,70157.0,493367.0,364074.0,55513.0,12563.0,295998.0,100.0,99.5,0.76,0.77,51.5,50.9, (6.90), (6.80), 0.20 
2012-09-23,627.0,1,,95.77428571428571,105.34285714285728,,705.1428571428571,0.9357142857142854,2.8657142857142937,,,,938525.0,69.23142857142837,8324.285714285714,329.0,4.09,338562.0,0.74,1824.0,2.9,5.4,5.4,nan,nan,nan,nan,736.0,376.0,3278.0, 2.05 ,,,,,,,,100.86,0.53, (0.05),238.0,87.4,93.1,87.7,113.0,1.16,2.45,127.8,111.9,1859.0,355.0,3468.0,54.3,78.3,92.7,0.08,12082.0,34.5,23.6,134518.0,112120.0,18405.0,590700.0,675700.0,12008.0,1422.0,1098.0,1378.0,1335.0,6903.0,12002.0,11223.0,393.0,0.03,412547.0,47112.0,365435.0,390169.0,46782.0,343387.0,319306.0,46257.0,226267.0,231.4,230.8,0.50%,0.50%,7.50%,387.0,386.0,123648.0,6809.0,1118.0,1551.0,57946.0,2104214.0,206948.0,73284.0,133519.0,5353.0,66997.0,9122.0,5720.0,500943.0,557600.0,nan,nan,nan,784970.0,74735.0,51827.0,74675.0,24627.0,19824.0,13690.0,17346.0,276724.0,1802137.0,5247.7,3463.0,627.4,1157.3,2618.6,1607.7,447.3,563.6, 6777725.00 ,1612307.0,901978.0,1136463.0,109575.0,112283.0,2499.0,9975.0,3885080.0,1966.5,1220.2,262.3,484.0,103.5,63.9,14.1,25.5,nan,1183824.0,407621.0,512221.0,263982.0,2786731.0,887973.0,1354012.0,544746.0,59.0,770339.0,331602.0,438737.0,26548.0,20643.0,80032.0,16426.0,1760.0,18186.0,2233.0,557427.0,235745.0,355806.0,1148978.0,3497.0,3479.0,51.6,107.0,40.0,0.04,170310.0,139014.0,197875.0,507199.0,292076.0,574512.0,305507.0,866588.0,73700.0,921000.0,75800.0,847000.0,594000.0,58700.0,652000.0,30000.0,385000.0,254600.0,145000.0,372000.0,4780000.0,178300.0,2170000.0,224665.0, 23109.00 ,7369.0,194187.0,226099.0,12526.0,5590.0,207983.0,992897.0,429373.0,70157.0,493367.0,364074.0,55513.0,12563.0,295998.0,100.0,99.5,0.76,0.77,51.5,50.9, (6.90), (6.80), 0.20 
2012-09-30,618.0,1,,91.77428571428574,105.07142857142874,,760.8571428571429,0.9414285714285712,3.037142857142865,,,,979950.0,69.55142857142837,8279.57142857143,323.0,4.08,338080.0,0.72,1780.0,2.9,5.4,6.0,nan,nan,nan,nan,724.0,374.0,3282.0, 2.17 ,,,,,,,,100.86,0.53, (0.05),238.0,87.4,93.1,87.7,113.0,1.16,2.45,127.8,111.9,1859.0,355.0,3468.0,54.3,78.3,92.7,0.08,12082.0,34.5,23.6,134518.0,112120.0,18405.0,590700.0,675700.0,12008.0,1422.0,1098.0,1378.0,1335.0,6903.0,12002.0,11223.0,393.0,0.03,412547.0,47112.0,365435.0,390169.0,46782.0,343387.0,319306.0,46257.0,226267.0,231.4,230.8,0.50%,0.50%,7.50%,387.0,386.0,123648.0,6809.0,1118.0,1551.0,57946.0,2104214.0,206948.0,73284.0,133519.0,5353.0,66997.0,9122.0,5720.0,500943.0,557600.0,nan,nan,nan,784970.0,74735.0,51827.0,74675.0,24627.0,19824.0,13690.0,17346.0,276724.0,1802137.0,5247.7,3463.0,627.4,1157.3,2618.6,1607.7,447.3,563.6, 6777725.00 ,1612307.0,901978.0,1136463.0,109575.0,112283.0,2499.0,9975.0,3885080.0,1966.5,1220.2,262.3,484.0,103.5,63.9,14.1,25.5,nan,1183824.0,407621.0,512221.0,263982.0,2786731.0,887973.0,1354012.0,544746.0,59.0,770339.0,331602.0,438737.0,26548.0,20643.0,80032.0,16426.0,1760.0,18186.0,2233.0,557427.0,235745.0,355806.0,1148978.0,3497.0,3479.0,51.6,107.0,40.0,0.04,170310.0,139014.0,197875.0,507199.0,292076.0,574512.0,305507.0,866588.0,73700.0,921000.0,75800.0,847000.0,594000.0,58700.0,652000.0,30000.0,385000.0,254600.0,145000.0,372000.0,4780000.0,178300.0,2170000.0,224665.0, 23109.00 ,7369.0,194187.0,226099.0,12526.0,5590.0,207983.0,992897.0,429373.0,70157.0,493367.0,364074.0,55513.0,12563.0,295998.0,100.0,99.5,0.76,0.77,51.5,50.9, (6.90), (6.80), 0.20 
2012-10-07,597.0,1,,91.17714285714287,104.20000000000017,,797.5714285714286,0.9328571428571425,3.4071428571428646,,,,992403.5714285715,69.67428571428549,8305.42857142857,319.0,4.09,339592.0,0.71,1757.0,3.3,6.0,6.2,nan,nan,nan,nan,704.0,343.0,3264.0, 2.15 ,,,,,,,,101.44,0.53, (0.27),252.9,87.5,93.2,87.9,115.0,1.14,2.49,129.2,110.3,1834.0,365.0,3458.0,53.5,82.6,93.0,0.08,12248.0,34.3,23.58,134677.0,112337.0,18421.0,587000.0,685400.0,11980.0,1421.0,1098.0,1381.0,1338.0,6942.0,12002.0,11220.0,439.0,0.04,412405.0,48464.0,363941.0,404534.0,48658.0,355876.0,338217.0,47700.0,241859.0,231.3,231.3,0.50%,0.50%,8.10%,337.0,345.0,125075.0,6797.0,1119.0,1543.0,59096.0,2094341.0,195183.0,75505.0,156231.0,4344.0,36159.0,13651.0,9353.0,490426.0,462364.0,nan,nan,nan,895054.0,71401.0,60122.0,85691.0,31702.0,24625.0,16324.0,17120.0,306985.0,1617085.0,4993.5,3225.2,631.5,1136.8,3071.0,1891.8,498.3,680.9, 6950522.00 ,1679583.0,901949.0,1167972.0,133521.0,121562.0,2446.0,9975.0,4017008.0,2215.9,1356.3,313.9,545.7,96.3,58.9,13.7,23.7,nan,1087431.0,368409.0,483144.0,235878.0,3048739.0,1025516.0,1458319.0,564904.0,73.0,963402.0,410220.0,553182.0,28766.0,20840.0,78878.0,23952.0,2321.0,26273.0,2467.0,644283.0,233674.0,294678.0,1172635.0,3466.0,3616.0,52.8,94.0,41.0,0.04,177870.0,131688.0,132560.0,442118.0,300200.0,575166.0,306335.0,875366.0,77500.0,895000.0,77000.0,915000.0,611000.0,67700.0,730000.0,29000.0,358000.0,247200.0,146000.0,401000.0,4830000.0,176900.0,2110000.0,223980.0, 15058.00 ,5853.0,203069.0,228162.0,10412.0,4471.0,213279.0,996937.0,434253.0,71539.0,491145.0,367408.0,56521.0,12549.0,298338.0,100.2,99.3,0.76,0.75,51.7,50.7, (4.60), (3.60), (1.10)
2012-10-14,580.0,1,,90.67857142857142,112.01428571428586,,883.1428571428571,0.9014285714285711,3.4814285714285793,,,,1002478.5714285715,69.75285714285693,8201.285714285714,316.0,4.15,342452.0,0.7,1736.0,3.5,5.3,5.4,nan,nan,nan,nan,694.0,379.0,3271.0, 2.11 ,,,,,,,,101.44,0.53, (0.27),252.9,87.5,93.2,87.9,115.0,1.14,2.49,129.2,110.3,1834.0,365.0,3458.0,53.5,82.6,93.0,0.08,12248.0,34.3,23.58,134677.0,112337.0,18421.0,587000.0,685400.0,11980.0,1421.0,1098.0,1381.0,1338.0,6942.0,12002.0,11220.0,439.0,0.04,412405.0,48464.0,363941.0,404534.0,48658.0,355876.0,338217.0,47700.0,241859.0,231.3,231.3,0.50%,0.50%,8.10%,337.0,345.0,125075.0,6797.0,1119.0,1543.0,59096.0,2094341.0,195183.0,75505.0,156231.0,4344.0,36159.0,13651.0,9353.0,490426.0,462364.0,nan,nan,nan,895054.0,71401.0,60122.0,85691.0,31702.0,24625.0,16324.0,17120.0,306985.0,1617085.0,4993.5,3225.2,631.5,1136.8,3071.0,1891.8,498.3,680.9, 6950522.00 ,1679583.0,901949.0,1167972.0,133521.0,121562.0,2446.0,9975.0,4017008.0,2215.9,1356.3,313.9,545.7,96.3,58.9,13.7,23.7,nan,1087431.0,368409.0,483144.0,235878.0,3048739.0,1025516.0,1458319.0,564904.0,73.0,963402.0,410220.0,553182.0,28766.0,20840.0,78878.0,23952.0,2321.0,26273.0,2467.0,644283.0,233674.0,294678.0,1172635.0,3466.0,3616.0,52.8,94.0,41.0,0.04,177870.0,131688.0,132560.0,442118.0,300200.0,575166.0,306335.0,875366.0,77500.0,895000.0,77000.0,915000.0,611000.0,67700.0,730000.0,29000.0,358000.0,247200.0,146000.0,401000.0,4830000.0,176900.0,2110000.0,223980.0, 15058.00 ,5853.0,203069.0,228162.0,10412.0,4471.0,213279.0,996937.0,434253.0,71539.0,491145.0,367408.0,56521.0,12549.0,298338.0,100.2,99.3,0.76,0.75,51.7,50.7, (4.60), (3.60), (1.10)
2012-10-21,572.0,1,,91.9057142857143,114.60000000000012,,964.1428571428571,0.8585714285714283,3.5442857142857234,,,,1058625.0,69.63571428571407,8058.714285714285,320.0,4.12,348348.0,0.7,1722.0,3.3,4.8,5.4,nan,nan,nan,nan,680.0,370.0,3259.0, 2.04 ,,,,,,,,101.44,0.53, (0.27),252.9,87.5,93.2,87.9,115.0,1.14,2.49,129.2,110.3,1834.0,365.0,3458.0,53.5,82.6,93.0,0.08,12248.0,34.3,23.58,134677.0,112337.0,18421.0,587000.0,685400.0,11980.0,1421.0,1098.0,1381.0,1338.0,6942.0,12002.0,11220.0,439.0,0.04,412405.0,48464.0,363941.0,404534.0,48658.0,355876.0,338217.0,47700.0,241859.0,231.3,231.3,0.50%,0.50%,8.10%,337.0,345.0,125075.0,6797.0,1119.0,1543.0,59096.0,2094341.0,195183.0,75505.0,156231.0,4344.0,36159.0,13651.0,9353.0,490426.0,462364.0,nan,nan,nan,895054.0,71401.0,60122.0,85691.0,31702.0,24625.0,16324.0,17120.0,306985.0,1617085.0,4993.5,3225.2,631.5,1136.8,3071.0,1891.8,498.3,680.9, 6950522.00 ,1679583.0,901949.0,1167972.0,133521.0,121562.0,2446.0,9975.0,4017008.0,2215.9,1356.3,313.9,545.7,96.3,58.9,13.7,23.7,nan,1087431.0,368409.0,483144.0,235878.0,3048739.0,1025516.0,1458319.0,564904.0,73.0,963402.0,410220.0,553182.0,28766.0,20840.0,78878.0,23952.0,2321.0,26273.0,2467.0,644283.0,233674.0,294678.0,1172635.0,3466.0,3616.0,52.8,94.0,41.0,0.04,177870.0,131688.0,132560.0,442118.0,300200.0,575166.0,306335.0,875366.0,77500.0,895000.0,77000.0,915000.0,611000.0,67700.0,730000.0,29000.0,358000.0,247200.0,146000.0,401000.0,4830000.0,176900.0,2110000.0,223980.0, 15058.00 ,5853.0,203069.0,228162.0,10412.0,4471.0,213279.0,996937.0,434253.0,71539.0,491145.0,367408.0,56521.0,12549.0,298338.0,100.2,99.3,0.76,0.75,51.7,50.7, (4.60), (3.60), (1.10)
2012-10-28,591.0,1,,88.76714285714284,117.72857142857156,,1047.7142857142858,0.8328571428571426,3.4957142857142935,147.57142857142858,,,1122682.142857143,69.88428571428551,7796.714285714285,328.0,4.03,346303.0,0.68,1679.0,3.3,4.9,5.4,nan,nan,nan,nan,688.0,364.0,3197.0, 1.97 ,,,,,,,,101.44,0.53, (0.27),252.9,87.5,93.2,87.9,115.0,1.14,2.49,129.2,110.3,1834.0,365.0,3458.0,53.5,82.6,93.0,0.08,12248.0,34.3,23.58,134677.0,112337.0,18421.0,587000.0,685400.0,11980.0,1421.0,1098.0,1381.0,1338.0,6942.0,12002.0,11220.0,439.0,0.04,412405.0,48464.0,363941.0,404534.0,48658.0,355876.0,338217.0,47700.0,241859.0,231.3,231.3,0.50%,0.50%,8.10%,337.0,345.0,125075.0,6797.0,1119.0,1543.0,59096.0,2094341.0,195183.0,75505.0,156231.0,4344.0,36159.0,13651.0,9353.0,490426.0,462364.0,nan,nan,nan,895054.0,71401.0,60122.0,85691.0,31702.0,24625.0,16324.0,17120.0,306985.0,1617085.0,4993.5,3225.2,631.5,1136.8,3071.0,1891.8,498.3,680.9, 6950522.00 ,1679583.0,901949.0,1167972.0,133521.0,121562.0,2446.0,9975.0,4017008.0,2215.9,1356.3,313.9,545.7,96.3,58.9,13.7,23.7,nan,1087431.0,368409.0,483144.0,235878.0,3048739.0,1025516.0,1458319.0,564904.0,73.0,963402.0,410220.0,553182.0,28766.0,20840.0,78878.0,23952.0,2321.0,26273.0,2467.0,644283.0,233674.0,294678.0,1172635.0,3466.0,3616.0,52.8,94.0,41.0,0.04,177870.0,131688.0,132560.0,442118.0,300200.0,575166.0,306335.0,875366.0,77500.0,895000.0,77000.0,915000.0,611000.0,67700.0,730000.0,29000.0,358000.0,247200.0,146000.0,401000.0,4830000.0,176900.0,2110000.0,223980.0, 15058.00 ,5853.0,203069.0,228162.0,10412.0,4471.0,213279.0,996937.0,434253.0,71539.0,491145.0,367408.0,56521.0,12549.0,298338.0,100.2,99.3,0.76,0.75,51.7,50.7, (4.60), (3.60), (1.10)
2012-11-04,595.0,1,,86.08714285714287,119.8714285714287,,1028.7142857142858,0.8257142857142855,3.56142857142858,150.64285714285714,,,1163489.2857142857,70.09714285714266,7708.0,339.0,4.01,347850.0,0.69,1707.0,3.2,6.0,5.4,nan,nan,nan,nan,699.0,365.0,3349.0, 1.45 ,,,,,,,,101.21,0.59, 0.30 ,239.8,87.5,93.8,88.0,115.9,1.09,2.34,127.3,112.1,1809.0,385.0,3461.0,54.1,82.7,87.2,0.08,12042.0,34.4,23.67,134833.0,112593.0,18464.0,584200.0,678800.0,11939.0,1424.0,1097.0,1377.0,1335.0,7065.0,12165.0,11255.0,567.0,0.05,413444.0,46376.0,367068.0,416397.0,44150.0,372247.0,347098.0,47560.0,255388.0,230.2,231.3,0.50%,0.50%,8.10%,390.0,377.0,121990.0,6779.0,1120.0,1500.0,57471.0,2210892.0,161163.0,120351.0,167389.0,8328.0,51899.0,12970.0,14961.0,537061.0,632818.0,nan,nan,nan,738774.0,66827.0,58152.0,79986.0,27848.0,22690.0,12750.0,16386.0,284639.0,1525650.0,4825.8,3123.5,622.2,1080.1,3493.9,2254.5,548.2,691.3, 6968068.00 ,1753722.0,872464.0,1101002.0,122444.0,127956.0,2563.0,9975.0,3990126.0,1971.4,1204.4,281.1,485.9,93.9,57.0,13.8,23.1,nan,1139405.0,379551.0,499600.0,260254.0,3197896.0,1112310.0,1511838.0,573748.0,70.0,837757.0,350079.0,487678.0,25690.0,20052.0,78783.0,12273.0,722.0,12995.0,2454.0,743653.0,255956.0,311819.0,1311428.0,3574.0,3571.0,53.2,91.0,45.0,0.04,187144.0,141805.0,100582.0,429531.0,302823.0,569229.0,301430.0,872052.0,68700.0,930000.0,62200.0,833000.0,569000.0,57800.0,668000.0,28000.0,392000.0,245000.0,149000.0,385000.0,4960000.0,179400.0,1990000.0,210365.0, 25083.00 ,5749.0,179533.0,216231.0,11609.0,5179.0,199443.0,996289.0,438110.0,72109.0,486070.0,367910.0,56577.0,12867.0,298466.0,100.8,101.3,0.77,0.76,49.5,50.2, (0.80), (8.60), (10.60)
2012-11-11,620.0,1,,86.0114285714286,121.01428571428585,,953.7142857142857,0.8399999999999997,3.5914285714285805,156.92857142857142,,,1166900.0,70.46428571428552,7639.0,347.0,3.98,348939.0,0.71,1746.0,3.7,6.3,6.1,nan,nan,nan,nan,719.0,446.0,3329.0, 1.56 ,,,,,,,,101.21,0.59, 0.30 ,239.8,87.5,93.8,88.0,115.9,1.09,2.34,127.3,112.1,1809.0,385.0,3461.0,54.1,82.7,87.2,0.08,12042.0,34.4,23.67,134833.0,112593.0,18464.0,584200.0,678800.0,11939.0,1424.0,1097.0,1377.0,1335.0,7065.0,12165.0,11255.0,567.0,0.05,413444.0,46376.0,367068.0,416397.0,44150.0,372247.0,347098.0,47560.0,255388.0,230.2,231.3,0.50%,0.50%,8.10%,390.0,377.0,121990.0,6779.0,1120.0,1500.0,57471.0,2210892.0,161163.0,120351.0,167389.0,8328.0,51899.0,12970.0,14961.0,537061.0,632818.0,nan,nan,nan,738774.0,66827.0,58152.0,79986.0,27848.0,22690.0,12750.0,16386.0,284639.0,1525650.0,4825.8,3123.5,622.2,1080.1,3493.9,2254.5,548.2,691.3, 6968068.00 ,1753722.0,872464.0,1101002.0,122444.0,127956.0,2563.0,9975.0,3990126.0,1971.4,1204.4,281.1,485.9,93.9,57.0,13.8,23.1,nan,1139405.0,379551.0,499600.0,260254.0,3197896.0,1112310.0,1511838.0,573748.0,70.0,837757.0,350079.0,487678.0,25690.0,20052.0,78783.0,12273.0,722.0,12995.0,2454.0,743653.0,255956.0,311819.0,1311428.0,3574.0,3571.0,53.2,91.0,45.0,0.04,187144.0,141805.0,100582.0,429531.0,302823.0,569229.0,301430.0,872052.0,68700.0,930000.0,62200.0,833000.0,569000.0,57800.0,668000.0,28000.0,392000.0,245000.0,149000.0,385000.0,4960000.0,179400.0,1990000.0,210365.0, 25083.00 ,5749.0,179533.0,216231.0,11609.0,5179.0,199443.0,996289.0,438110.0,72109.0,486070.0,367910.0,56577.0,12867.0,298466.0,100.8,101.3,0.77,0.76,49.5,50.2, (0.80), (8.60), (10.60)
